Assembly Accession	TaxID	Organism	Assembly Level	Chromsome Count	Total Length	Contig Count	Contig N50	Scaffold Count	Scaffold N50	Read Coverage	Submission Date	Latest Update	Bio Source	GC Content	ATCC Catalog
GCF_004803815.1	204	Campylobacter showae (e-proteobacteria)	Complete Genome	1	2097887	1	2097887	1	2097887	809	2019/04/23 00:00	2020/05/31 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 51146')]))])), ('Sex', None), ('Isolate', None)])	0.4566	51146
GCF_005221305.1	28449	Neisseria subflava (b-proteobacteria)	Complete Genome	1	2195659	1	2195659	1	2195659	30	2019/05/07 00:00	2019/05/08 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 49275')]))])), ('Sex', None), ('Isolate', None)])	0.4948	49275
GCF_005239305.1	1710	Cellulosimicrobium cellulans (high GC Gram+)	Contig	0	4209480	12	608254	12	608254	12	2019/05/07 00:00	2019/05/11 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 21606')]))])), ('Sex', None), ('Isolate', None)])	0.7468	21606
GCF_006088795.1	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051 = DSM 10 (firmicutes)	Complete Genome	1	4295477	2	4211262	2	4211262	190	2019/06/06 00:00	2019/06/08 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCIB 3610')]))])), ('Sex', None), ('Isolate', None)])	0.4334	6051
GCF_006094295.1	226900	Bacillus cereus ATCC 14579 (firmicutes)	Complete Genome	1	5431377	2	5416249	2	5416249	148	2019/06/06 00:00	2019/06/08 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 14579')]))])), ('Sex', None), ('Isolate', None)])	0.3529	14579
GCF_006094315.1	983594	Burkholderia cepacia ATCC 25416 (b-proteobacteria)	Complete Genome	3	8574389	5	3396958	5	3396958	79	2019/06/06 00:00	2019/06/08 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 25416')]))])), ('Sex', None), ('Isolate', None)])	0.6659	25416
GCF_006094335.1	1402	Bacillus licheniformis (firmicutes)	Complete Genome	1	4239205	1	4239205	1	4239205	189	2019/06/06 00:00	2019/06/08 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 14580')]))])), ('Sex', None), ('Isolate', None)])	0.4622	14580
GCF_006094355.1	342451	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292 (firmicutes)	Complete Genome	1	2599371	4	2499507	4	2499507	300	2019/06/06 00:00	2019/06/08 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 15305')]))])), ('Sex', None), ('Isolate', None)])	0.3318	15305
GCF_006094395.1	1283	Staphylococcus haemolyticus (firmicutes)	Complete Genome	1	2572027	3	2517618	3	2517618	260	2019/06/06 00:00	2019/06/08 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 29970')]))])), ('Sex', None), ('Isolate', None)])	0.3291	29970
GCF_006094455.1	180434	Morganella morganii subsp. morganii (enterobacteria)	Complete Genome	1	3889903	1	3889903	1	3889903	160	2019/06/06 00:00	2019/06/08 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 25830')]))])), ('Sex', None), ('Isolate', None)])	0.5104	25830
GCF_006094475.1	703612	Bacillus subtilis subsp. spizizenii ATCC 6633 = JCM 2499 (firmicutes)	Complete Genome	1	4045538	1	4045538	1	4045538	200	2019/06/06 00:00	2019/06/08 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 6633')]))])), ('Sex', None), ('Isolate', None)])	0.4394	6633
GCF_006094495.1	1348623	Priestia megaterium NBRC 15308 = ATCC 14581 (firmicutes)	Complete Genome	1	5746548	7	5343009	7	5343009	103	2019/06/06 00:00	2019/06/08 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 14581')]))])), ('Sex', None), ('Isolate', None)])	0.3783	14581
GCF_006094915.1	1280	Staphylococcus aureus (firmicutes)	Complete Genome	1	2782561	2	2755072	2	2755072	227	2019/06/06 00:00	2019/06/08 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 12600')]))])), ('Sex', None), ('Isolate', None)])	0.3284	12600
GCF_006322025.2	2578105	Pseudomonas sp. ATCC 13985 (g-proteobacteria)	Contig	0	7045177	3	5489390	3	5489390	40	2019/07/24 00:00	2019/08/01 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 13985')]))])), ('Sex', None), ('Isolate', None)])	0.6270	13985
GCF_006385365.1	28112	Tannerella forsythia (CFB group bacteria)	Scaffold	0	3296274	115	160920	87	1849535	990	2019/06/22 00:00	2019/06/25 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 43037')]))])), ('Sex', None), ('Isolate', None)])	0.4713	43037
GCF_006802085.1	359	Agrobacterium rhizogenes (a-proteobacteria)	Contig	0	7051686	55	524562	55	524562	261	2019/07/09 00:00	2019/07/17 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 15834')]))])), ('Sex', None), ('Isolate', None)])	0.5997	15834
GCF_007666585.1	176280	Staphylococcus epidermidis ATCC 12228 (firmicutes)	Scaffold	0	2474218	71	110937	63	110937	100	2019/07/30 00:00	2019/08/06 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'DE0527')]))])), ('Sex', None), ('Isolate', None)])	0.3191	12228
GCF_007677395.1	1136873	Bacillus subtilis KCTC 1028 = ATCC 6051a (firmicutes)	Contig	0	4169613	37	926698	37	926698	100	2019/07/30 00:00	2019/08/06 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'DE0244')]))])), ('Sex', None), ('Isolate', None)])	0.4340	6051
GCF_007677755.1	1136873	Bacillus subtilis KCTC 1028 = ATCC 6051a (firmicutes)	Scaffold	0	4209911	174	925506	173	976394	100	2019/07/30 00:00	2019/08/06 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'DE0213')]))])), ('Sex', None), ('Isolate', None)])	0.4334	6051
GCF_007844295.1	562	Escherichia coli (E. coli)	Scaffold	0	5177513	202	166596	149	345762	250	2019/08/05 00:00	2019/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 25922-2')]))])), ('Sex', None), ('Isolate', None)])	0.5040	25922
GCF_007844345.1	562	Escherichia coli (E. coli)	Scaffold	0	5167110	171	172271	147	232227	250	2019/08/05 00:00	2019/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 25922-1')]))])), ('Sex', None), ('Isolate', None)])	0.5040	25922
GCF_007844355.1	562	Escherichia coli (E. coli)	Scaffold	0	5177572	204	174236	168	205657	250	2019/08/05 00:00	2019/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 25922')]))])), ('Sex', None), ('Isolate', None)])	0.5041	25922
GCF_007922655.1	83334	Escherichia coli O157:H7 (E. coli)	Complete Genome	1	5503522	3	5375715	3	5375715	90	2019/08/08 00:00	2019/08/12 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 43888')]))])), ('Sex', None), ('Isolate', None)])	0.5037	43888
GCF_008033255.2	470	Acinetobacter baumannii (g-proteobacteria)	Complete Genome	1	4041213	3	3963235	3	3963235	100	2021/01/28 00:00	2021/02/16 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC BAA-1790')]))])), ('Sex', None), ('Isolate', None)])	0.3906	BAA-1790
GCF_008033295.1	562	Escherichia coli (E. coli)	Complete Genome	1	5017957	4	4682572	4	4682572	247	2019/08/20 00:00	2019/08/22 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC BAA-196')]))])), ('Sex', None), ('Isolate', None)])	0.5053	BAA-196
GCF_008033315.1	562	Escherichia coli (E. coli)	Complete Genome	1	4948957	2	4682561	2	4682561	247	2019/08/20 00:00	2019/08/22 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC BAA-196')]))])), ('Sex', None), ('Isolate', None)])	0.5058	BAA-196
GCF_008124575.1	1525	Moorella thermoacetica (firmicutes)	Contig	0	2648369	1	2648369	1	2648369	183	2019/08/29 00:00	2021/09/03 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 39073')]))])), ('Sex', None), ('Isolate', None)])	0.5575	39073
gcf_008271385.1	983328	Campylobacter fetus subsp. venerealis NCTC 10354 (e-proteobacteria)	Complete Genome	1	1913619	2	1885704	2	1885704	821	2019/09/04 00:00	2019/09/16 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC 10354')]))])), ('Sex', None), ('Isolate', None)])	0.3322	19438
GCF_008728435.1	1747	Cutibacterium acnes (high GC Gram+)	Complete Genome	1	2494216	1	2494216	1	2494216	1	2019/09/30 00:00	2019/10/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 6919')]))])), ('Sex', None), ('Isolate', None)])	0.6003	6919
GCF_008868185.1	1496	Clostridioides difficile (firmicutes)	Contig	0	4076801	297	25831	297	25831	53	2019/10/07 00:00	2019/10/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 43598')]))])), ('Sex', None), ('Isolate', None)])	0.2839	43598
GCF_008868245.1	176280	Staphylococcus epidermidis ATCC 12228 (firmicutes)	Contig	0	2527849	139	44030	139	44030	61	2019/10/07 00:00	2019/10/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 12228')]))])), ('Sex', None), ('Isolate', None)])	0.3187	12228
GCF_008868255.1	1314	Streptococcus pyogenes (firmicutes)	Contig	0	1806601	34	149595	34	149595	160	2019/10/07 00:00	2019/10/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 19615')]))])), ('Sex', None), ('Isolate', None)])	0.3832	19615
GCF_008868275.1	465515	Micrococcus luteus NCTC 2665 (high GC Gram+)	Contig	0	2407404	299	15996	299	15996	34	2019/10/07 00:00	2019/10/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 4698')]))])), ('Sex', None), ('Isolate', None)])	0.7315	4698
GCF_008868295.1	324831	Lactobacillus gasseri ATCC 33323 = JCM 1131 (firmicutes)	Contig	0	1824918	34	175166	34	175166	122	2019/10/07 00:00	2019/10/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 33323')]))])), ('Sex', None), ('Isolate', None)])	0.3502	33323
GCF_008868305.1	566546	Escherichia coli W (E. coli)	Contig	0	4923930	227	72947	227	72947	32	2019/10/07 00:00	2019/10/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 9637')]))])), ('Sex', None), ('Isolate', None)])	0.5078	9637
GCF_008868325.1	1747	Cutibacterium acnes (high GC Gram+)	Contig	0	2483396	38	690875	38	690875	59	2019/10/07 00:00	2019/10/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 11827')]))])), ('Sex', None), ('Isolate', None)])	0.6003	11827
GCF_009035845.1	470	Acinetobacter baumannii (g-proteobacteria)	Complete Genome	1	3999136	3	3981941	3	3981941	100	2019/10/16 00:00	2020/06/13 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 19606')]))])), ('Sex', None), ('Isolate', None)])	0.3915	19606
GCF_009759685.1	470	Acinetobacter baumannii (g-proteobacteria)	Complete Genome	1	3990388	2	3980848	2	3980848	170	2019/12/17 00:00	2019/12/19 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 19606')]))])), ('Sex', None), ('Isolate', None)])	0.3916	19606
GCF_009767615.1	197	Campylobacter jejuni (e-proteobacteria)	Contig	0	1674730	11	1652047	11	1652047	157.43	2019/12/18 00:00	2020/01/25 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 700819D-5')]))])), ('Sex', None), ('Isolate', None)])	0.3056	700819
GCF_009793185.1	33013	Clavibacter michiganensis subsp. michiganensis (high GC Gram+)	Contig	0	3296963	41	186317	41	186317	250	2019/12/23 00:00	2020/01/26 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 14456')]))])), ('Sex', None), ('Isolate', None)])	0.7270	14456
GCF_009873455.1	1282	Staphylococcus epidermidis (firmicutes)	Complete Genome	1	2526403	2	2504425	2	2504425	455.15	2020/01/14 00:00	2020/01/16 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 12228')]))])), ('Sex', None), ('Isolate', None)])	0.3210	12228
GCF_009885055.1	1360	Lactococcus lactis subsp. lactis (firmicutes)	Scaffold	0	2424658	92	126131	91	126131	100	2020/01/14 00:00	2020/01/17 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 11454')]))])), ('Sex', None), ('Isolate', None)])	0.3499	11454
GCF_009936295.1	615	Serratia marcescens (enterobacteria)	Complete Genome	1	5148533	1	5148533	1	5148533	94.8	2020/01/15 00:00	2020/01/29 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 274')]))])), ('Sex', None), ('Isolate', None)])	0.5952	274
GCF_010120595.1	1308	Streptococcus thermophilus (firmicutes)	Complete Genome	1	2102268	1	2102268	1	2102268	342	2020/01/29 00:00	2020/02/06 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 19258')]))])), ('Sex', None), ('Isolate', None)])	0.3902	19258
GCF_010374885.1	573	Klebsiella pneumoniae (enterobacteria)	Scaffold	0	5215892	175	192556	168	208798	55	2020/02/10 00:00	2020/03/02 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 4352')]))])), ('Sex', None), ('Isolate', None)])	0.5747	4352
GCF_010374945.1	562	Escherichia coli (E. coli)	Scaffold	0	5246119	821	168563	815	187043	107	2020/02/10 00:00	2020/03/02 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 11229')]))])), ('Sex', None), ('Isolate', None)])	0.5036	11229
GCF_010669205.1	1121114	Blautia producta ATCC 27340 = DSM 2950 (firmicutes)	Complete Genome	1	6197116	1	6197116	1	6197116	0	2020/02/17 00:00	2020/03/01 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'JCM 1471')]))])), ('Sex', None), ('Isolate', None)])	0.4570	27340
gcf_011019475.1	1509	Clostridium sporogenes (firmicutes)	Contig	0	4068997	85	181577	85	181577	20	2020/02/25 00:00	2020/03/01 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC 532')]))])), ('Sex', None), ('Isolate', None)])	0.2788	19404
GCF_011067065.1	470	Acinetobacter baumannii (g-proteobacteria)	Complete Genome	1	3884786	3	3854994	3	3854994	231.08	2020/03/07 00:00	2020/03/08 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 17978')]))])), ('Sex', None), ('Isolate', None)])	0.3903	17978
GCF_011137195.1	1295	Staphylococcus schleiferi (firmicutes)	Contig	0	2469638	88	56938	88	56938	250	2020/03/10 00:00	2020/10/02 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 43808')]))])), ('Sex', None), ('Isolate', None)])	0.3592	43808
GCF_011761195.1	1718	Corynebacterium glutamicum (high GC Gram+)	Contig	0	3352276	1	3352276	1	3352276	412	2020/03/27 00:00	2020/03/28 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 13032')]))])), ('Sex', None), ('Isolate', None)])	0.5393	13032
GCF_012396125.1	264297	Cellulomonas denverensis (high GC Gram+)	Contig	0	4018048	21	408749	21	408749	399.4	2020/04/15 00:00	2020/04/20 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC BAA-788')]))])), ('Sex', None), ('Isolate', None)])	0.7292	BAA-788
GCF_012974805.1	562	Escherichia coli (E. coli)	Complete Genome	1	5129124	2	5080721	2	5080721	100	2020/05/05 00:00	2020/05/06 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 25922')]))])), ('Sex', None), ('Isolate', None)])	0.5049	25922
GCF_012978875.1	200	Campylobacter curvus (e-proteobacteria)	Contig	0	1950242	24	215467	24	215467	136	2020/05/06 00:00	2020/05/08 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 35224')]))])), ('Sex', None), ('Isolate', None)])	0.4428	35224
GCF_013168075.1	83334	Escherichia coli O157:H7 (E. coli)	Complete Genome	1	5555348	3	5459302	3	5459302	249	2020/05/26 00:00	2020/05/28 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 35150')]))])), ('Sex', None), ('Isolate', None)])	0.5046	35150
GCF_013321955.1	359	Agrobacterium rhizogenes (a-proteobacteria)	Contig	0	6973341	37	524532	37	524532	60	2020/06/10 00:00	2020/06/12 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 15834')]))])), ('Sex', None), ('Isolate', None)])	0.6002	15834
GCF_013359865.1	69373	Curtobacterium pusillum (high GC Gram+)	Contig	0	3608174	86	95887	86	95887	74.6	2020/06/18 00:00	2020/06/20 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 19096')]))])), ('Sex', None), ('Isolate', None)])	0.7084	19096
GCF_013372085.1	400667	Acinetobacter baumannii ATCC 17978 (g-proteobacteria)	Complete Genome	1	4030054	3	4005343	3	4005343	80	2020/06/24 00:00	2020/06/25 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 17978')]))])), ('Sex', None), ('Isolate', None)])	0.3894	17978
GCF_013372125.1	200	Campylobacter curvus (e-proteobacteria)	Complete Genome	1	1974918	1	1974918	1	1974918	533	2020/06/24 00:00	2020/06/25 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 35224')]))])), ('Sex', None), ('Isolate', None)])	0.4426	35224
GCF_013392775.1	192222	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819 (e-proteobacteria)	Contig	0	1628235	9	488791	9	488791	857	2020/07/08 00:00	2020/07/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC 11168')]))])), ('Sex', None), ('Isolate', None)])	0.3046	700819
GCF_013421625.1	1280	Staphylococcus aureus (firmicutes)	Contig	0	2744141	14	616879	14	616879	99.49	2020/07/17 00:00	2020/07/18 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 33591_Arg1')]))])), ('Sex', None), ('Isolate', None)])	0.3266	33591
GCF_013427055.1	1280	Staphylococcus aureus (firmicutes)	Scaffold	0	2802924	16	313794	15	615089	99.51	2020/07/21 00:00	2020/07/23 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 33591_Moe6')]))])), ('Sex', None), ('Isolate', None)])	0.3261	33591
GCF_013427065.1	1280	Staphylococcus aureus (firmicutes)	Scaffold	0	2779025	16	314145	15	615479	99.51	2020/07/21 00:00	2020/07/23 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 33591_Moe4')]))])), ('Sex', None), ('Isolate', None)])	0.3264	33591
